,stacja_numer,lat,lng
173,250190290,50.27694,19.60333
174,250200230,50.2775,20.786939999999998
175,250210210,50.27917,21.432779999999998
176,250170340,50.288059999999994,17.43778
177,250170330,50.30194,17.387220000000003
178,250200220,50.318329999999996,20.420560000000002
179,250160530,50.329440000000005,16.394170000000003
180,250210170,50.341390000000004,21.93194
181,250180340,50.342220000000005,18.615560000000002
182,250160520,50.34556,16.885
183,250210180,50.34806,21.44444
184,250230090,50.355,23.33
185,250220140,50.35667,22.75667
186,250160510,50.35917,16.71722
187,250200210,50.36278,20.03278
188,250210160,50.36639,21.75194
189,250160480,50.40972,16.37944
190,250160260,50.41167,17.08417
191,250170290,50.41167,17.08417
192,250160490,50.42528,16.51833
193,250180270,50.42861,18.942220000000002
194,250190220,50.43083,19.38389
195,250160450,50.439440000000005,18.2025
196,250230070,50.458059999999996,23.398889999999998
197,250190210,50.459720000000004,19.64694
198,250170250,50.47222,17.16639
199,250190180,50.48333,19.253610000000002
200,250230060,50.48722,23.057779999999998
201,250220130,50.50694,22.79
202,250160410,50.50889,16.74417
203,250200160,50.52417,20.68833
204,250190170,50.54889,19.37111
205,250220120,50.56861,22.30667
206,250180190,50.56917,18.62306
207,250160350,50.577220000000004,16.665
208,250210130,50.595,21.185
209,250200130,50.61333,20.525
210,250190140,50.64,19.38028
211,250160330,50.64417,16.63583
212,250200340,50.653059999999996,20.275560000000002
213,250210120,50.653059999999996,21.45028
214,250160310,50.66222,16.175829999999998
215,250160290,50.67111,16.07
216,250210110,50.67167,21.04833
217,250220080,50.67472,22.64944
218,250180140,50.69528,18.80806
219,350210585,50.696670000000005,21.71611
220,350230595,50.69778,23.20611
221,250160270,50.70556,16.43722
222,250160220,50.71111,16.363889999999998
223,250150260,50.71278,15.957220000000001
224,250210090,50.72472,21.18694
225,250150250,50.72611,15.94861
226,250150520,50.72611,15.94861
227,250210080,50.736670000000004,21.07722
228,250150240,50.73972,15.91111
229,250160190,50.74917,16.18972
230,250220050,50.7575,22.86056
231,250170110,50.75861,17.017220000000002
232,250200110,50.75861,20.90278
233,250160170,50.76417,16.42889
234,250160150,50.76778,16.0375
235,250210070,50.77028,21.25528
236,250150220,50.778890000000004,15.76917
237,250200090,50.791109999999996,20.03194
238,250150210,50.799170000000004,15.6675
239,250150190,50.80278,15.825
240,250160120,50.803329999999995,16.195829999999997
241,250160130,50.806670000000004,16.24111
242,250230020,50.80806,23.04194
243,350200570,50.810559999999995,20.692220000000002
244,350190550,50.81194,19.09167
245,250150150,50.821670000000005,15.518889999999999
246,250150170,50.82306,15.441670000000002
247,250240010,50.84028,24.03528
248,250200060,50.84944,20.95833
249,250160090,50.853609999999996,16.54278
250,250210050,50.85972,21.05167
251,250200050,50.86528,20.41167
252,250210270,50.867,21.083000000000002
253,250150130,50.86722,15.97722
254,250160070,50.882220000000004,16.99
255,250210030,50.88944,21.83417
256,250150090,50.89778,15.358329999999999
257,250140030,50.89972,14.98083
258,250180030,50.90444,18.363329999999998
259,250150110,50.90611,15.96306
260,250150080,50.916109999999996,15.572220000000002
261,250220030,50.91778,22.66694
262,250210020,50.91917,21.21889
263,250190030,50.92111,19.758329999999997
264,250160030,50.92528,16.098329999999997
265,250190010,50.94167,19.96111
266,250150030,50.9425,15.304170000000001
267,250200040,50.94722,20.95167
268,250150060,50.95167,15.448889999999999
269,250150050,50.96222,15.642779999999998
270,250200010,50.97833,20.649720000000002
271,251180240,51.00139,18.45694
272,251150350,51.01083,15.51167
273,251150360,51.0125,15.89361
274,250150160,51.01389,15.340829999999999
275,251210240,51.01833,21.19667
276,251150340,51.028890000000004,15.432220000000001
277,251150320,51.03611,15.119720000000001
278,251210230,51.04167,21.05361
279,251200240,51.041940000000004,20.371389999999998
280,251160290,51.04861,16.18917
281,251200250,51.04972,20.830560000000002
282,251170290,51.06667,17.71667
283,251200230,51.07417,20.99889
284,251150290,51.07694,15.06528
285,251190160,51.08056,19.88028
286,251150280,51.09028,15.75056
287,251200220,51.098890000000004,20.61222
288,251180210,51.1175,18.86778
289,251170270,51.11889,17.54472
290,251190150,51.1475,19.40833
291,251180190,51.18278,18.143060000000002
292,251200170,51.21583,20.14861
293,351220495,51.21667,22.39278
294,251180170,51.240829999999995,18.983610000000002
295,251150180,51.27639,15.6775
296,251180160,51.28306,18.78389
297,251160220,51.29667,16.91806
298,251180150,51.31028,18.14639
299,251170210,51.323609999999995,17.07028
300,251200150,51.323890000000006,20.925829999999998
301,251190130,51.33333,19.1125
302,251200140,51.33889,20.66583
303,251190140,51.352779999999996,19.866670000000003
304,351190469,51.35333,19.86639
305,251200130,51.378890000000006,20.23444
306,251140060,51.388059999999996,14.97611
307,251190120,51.403059999999996,19.647779999999997
308,251180140,51.41806,18.61917
309,251160170,51.448609999999995,16.612779999999997
310,251160150,51.50056,16.05583
311,251170140,51.511109999999995,17.27694
312,251180110,51.514720000000004,18.226110000000002
313,250190080,51.5275,20.182779999999998
314,351230497,51.55361,23.52944
315,351210488,51.565,21.543329999999997
316,251180090,51.593059999999994,18.68722
317,251190070,51.603609999999996,19.109720000000003
318,251150110,51.613890000000005,15.28972
319,251200030,51.62194,20.16028
320,251160110,51.63167,16.464170000000003
321,251170120,51.63667,17.81
322,251200080,51.6575,20.95111
323,251160080,51.66833,16.09306
324,351190465,51.72722,19.40222
325,251220040,51.76917,22.60083
326,251200060,51.78028,20.73694
327,251180050,51.83417,18.40972
328,251180040,51.88556,18.96
329,251180020,51.943329999999996,18.150560000000002
330,251170030,51.94556,17.55333
331,252180260,52.009440000000005,18.497220000000002
332,252210240,52.0375,21.72389
333,252180240,52.07611,18.296670000000002
334,352230399,52.07861,23.622220000000002
335,252170260,52.14278,17.58944
336,352220385,52.18111,22.24472
337,252190120,52.242779999999996,19.62306
338,252180210,52.25083,18.91583
339,252170180,52.315,17.5925
340,252220120,52.41194,22.56556
341,249200310,49.490829999999995,20.04694
342,252200080,52.56194,20.660829999999997
343,252210080,52.588330000000006,21.452779999999997
344,252190150,52.588609999999996,19.725
345,352190360,52.588609999999996,19.72556
346,252230120,52.71278,23.84778
347,252220050,52.74556,22.82222
348,252170060,52.757780000000004,17.49444
349,252160050,52.815830000000005,16.83889
350,252230080,52.833890000000004,23.89667
351,252230090,52.861940000000004,23.19611
352,252230060,52.863890000000005,23.727220000000003
353,252210020,52.882780000000004,21.53472
354,253230040,52.91583000000001,23.522779999999997
355,252230040,52.916109999999996,23.52361
356,252230030,52.93694,23.755
357,252230010,52.97221999999999,23.87944
358,253220270,53.02972,22.75056
359,353180250,53.041940000000004,18.59556
360,353210285,53.06556,21.53306
361,253220250,53.07806,22.24778
362,353200270,53.104169999999996,20.36111
363,353230295,53.10722,23.16222
364,253210260,53.14806,21.767220000000002
365,253220220,53.15639,22.672220000000003
366,253180220,53.17389,18.045
367,253230150,53.175830000000005,23.52611
368,253230110,53.181940000000004,23.01972
369,253220210,53.204719999999995,22.77
370,253230090,53.21083,23.3325
371,253150170,53.215830000000004,15.749170000000001
372,253230080,53.21722,23.18083
373,253220180,53.2325,22.140829999999998
374,253190220,53.25444,19.82444
375,253220160,53.27417,22.45861
376,253210220,53.28528000000001,21.86444
377,253230060,53.35389,23.34028
378,253170160,53.38,17.309720000000002
379,253210210,53.38528,21.35
380,253210180,53.39306,21.79167
381,353140205,53.39528000000001,14.622779999999999
382,253220150,53.39666999999999,22.81417
383,253220130,53.414719999999996,22.4025
384,253230050,53.416669999999996,23.50194
385,253160110,53.42556,16.81417
386,253190150,53.425830000000005,19.58972
387,253150130,53.42916999999999,15.302779999999998
388,253180150,53.4375,18.70944
389,253230030,53.471940000000004,23.233610000000002
390,253220120,53.48222,22.64583
391,253210170,53.4875,21.36639
392,253220110,53.553059999999995,22.601670000000002
393,253200080,53.56944,20.2975
394,253210130,53.58361,21.02028
395,253220080,53.609719999999996,22.93167
396,253230020,53.635,23.40139
397,253150070,53.65056,15.809170000000002
398,253220070,53.65056,22.578329999999998
399,253140040,53.659169999999996,14.518329999999999
400,253170060,53.70417,17.84
401,253180090,53.705830000000006,18.17611
402,252210050,53.7275,21.09
403,253190070,53.73944,19.21361
404,353200272,53.76889,20.42139
405,353150210,53.77194,15.41472
406,253140010,53.83778,14.615829999999999
407,253180060,53.840830000000004,18.092779999999998
408,253160020,53.905559999999994,16.06806
409,253190030,53.90806,19.83083
410,353140200,53.92306,14.240829999999999
411,253160010,53.9475,16.773329999999998
412,253180040,53.98222,18.54861
413,254160110,54.01556,16.98028
414,354210185,54.067780000000006,21.36778
415,254190160,54.07083000000001,19.66
416,254170140,54.128609999999995,17.96194
417,254200080,54.13528,20.586389999999998
418,254170130,54.13778000000001,17.42389
419,254200070,54.15889,20.33972
420,354190160,54.16222,19.43
421,254200050,54.185559999999995,20.04806
422,354150100,54.189719999999994,15.60361
423,254210020,54.19778,21.76417
424,254220060,54.247780000000006,22.03056
425,254200040,54.257780000000004,20.82556
426,254190080,54.267219999999995,19.84917
427,254180140,54.27417,18.09167
428,254220030,54.308330000000005,22.27056
429,254220020,54.32111,22.03889
430,254190070,54.325,19.522779999999997
431,254180110,54.33361,18.93444
432,254190050,54.36028,19.67694
433,254190040,54.38389,19.83778
434,354180140,54.399719999999995,18.697779999999998
435,254190020,54.426109999999994,19.746389999999998
436,254180060,54.51889,18.55944
437,354170125,54.553059999999995,17.75722
438,354160115,54.58778,16.85417
439,354180135,54.603609999999996,18.81194
440,254180050,54.613609999999994,18.225279999999998
441,354170120,54.753609999999995,17.53472
442,254180010,54.829440000000005,18.33556
443,249190560,49.46667,19.7
444,254140010,54.02222,14.731670000000001
